LotArea,BedroomAbvGr,KitchenAbvGr,SalePrice
10800,3,2,163000
4045,2,1,246578
12665,4,1,281213
57200,3,1,160000
6120,4,1,137500
7200,3,1,138000
6171,3,1,137450
6000,3,1,120000
7415,3,1,193000
6762,2,1,193879
15256,3,1,282922
10410,3,1,105000
3842,2,1,275000
8445,2,1,133000
8780,3,1,112000
7740,3,1,125500
20544,3,1,215000
12420,3,1,230000
9600,3,1,140000
7200,2,2,90000
10994,2,1,257000
13053,4,1,207000
3635,1,1,175900
11340,4,2,122500
16545,3,1,340000
9204,3,1,124000
16381,3,1,223000
11700,3,1,179900
4043,2,1,127500
4435,1,1,136500
19690,4,1,274970
9503,2,1,144000
10721,3,1,142000
10944,3,1,271000
10930,3,1,140000
7200,2,1,119000
12546,3,1,182900
21930,4,1,192140
4928,2,1,143750
10800,4,1,64500
10261,3,1,186500
17400,3,1,160000
8400,3,1,174000
9000,3,1,120500
12444,2,1,394617
7407,2,1,149700
11584,3,1,197000
11526,3,1,191000
4426,1,1,149300
11003,3,1,310000
8854,2,1,121000
8500,3,1,179600
8400,3,1,129000
26142,3,1,157900
10000,3,1,240000
11767,2,1,112000
1533,1,1,92000
9000,4,2,136000
9262,3,1,287090
3675,2,1,145000
17217,3,1,84500
7500,2,1,185000
7917,3,1,175000
13175,3,1,210000
9042,4,1,266500
9717,2,1,142125
9937,3,1,147500
